Index,A,Label
23967,"@Joerup I think it'll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",5
23968,"@Rliversidge Great stuff, can't wait to hear it!",5
23969,@Andph112 hope you enjoyed your holiday,5
23970,@graemeskelly LOL biking is manly,4
23971,yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all,9
23972,@kg86 Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!,6
23973,@jackiemarsh @hugobrown many thanx guys,8
23974,http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,4
23975,@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks!,5
23976,@Rapetzel Haha! Thanks! It's the inane grin from grading. Some students have been really fascinating this semester,7
23977,@AKAVirtualPA http://twitpic.com/4bckp - that should answer part of your question,8
23978,"@Howby26 hm, sorry to hear that! well, keep holding on! my break is over, i'll go take a nap now!",10
23979,"Thx, Robban  http://www.sk-gaming.com/match/17905",8
23980,Because I love my job,7
23981,@youcanknowgod thanks man. I really appreciate the kind words,9
23982,@imagined learn learn!... we can learn together!,9
23983,Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,7
23984,This Twittername is hosted by TwitterFridge. Email us if you want us to open the Fridge  Check: www.twitterfridge.com,8
23985,"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick.",3
23986,ya i walked into the wall thats why i have a plaster on my neck,8
23987,@thewrongirl y @sololoy son amor,8
23988,@_Cantus_  all i hear is coffee brewing at my end,8
23989,"Hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round",10
23990,kicking back at home,12
23991,@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,5
23992,im seeing the hannah montana movie again today,8
23993,Looking forward to Cambridge on the weekend and shopping with Ilze,5
23994,Is Going To Buy A Wacom Today ... Goood Times,7
23995,@MissxMarisa haha!! someone with an axe just popped up at you Scenie!! what did you do???,11
23996,"Right, I must be off to do some sewing. Bye x",10
23997,Score two days I get more food stamps good cause i want a safeway pizza,5
23998,"@MicheleCatahay i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.",7
23999,Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,12
24000,@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,6
24001,@bencollieruk No because why would it say &quot;New gift services&quot; on the page.. HA!,11
24002,"@ovidiunegrean thanks, nice app  i will take a closer look.",7
24003,@cosmicmother some great stuff on website today,7
24004,is going for morrisons breakfast with my boy today  wooooooooooo.,12
24005,#Supernatural at 9:30pm on #Ten.. Counting down..,8
24006,Good morning!!! Who wants breakfast??,5
24007,up late last night  .... Oracle from 8 to 4:30,10
24008,@theblowups just be careful you don't dunk too long,12
24009,@sorchasilver Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I'll text you when I set off,8
24010,"@Zaida Masson I'll give you the link, it's quite handy",8
24011,"@Mennard You are very sweet, my everyday hero friend",7
24012,@therealchloe np  so how are you?  x,8
24013,@mshady courgette,10
24014,"@cali3d congratulations, I hope you have an amazing day",7
24015,@KimEl Not enough time for Disney World.... might just have to watch the Disney channel instead.,8
24016,"@Feego16 Until @twitter brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline",8
24017,@retrogrrl Well thank you.,7
24018,"ahah oh yes, i forgot, they need to earn money.. maybe we could get them jobs as checkout chicks if twitter takes over",4
24019,"@minnaryyni Heh, aye. I should have investigated properly first before asking  Does seem like it's not the most obvious thing though.",12
24020,@AmyFroebel Nope. Just come back to CT,8
24021,"Morning everyone! Going to a gig now, then a run. Update you all later",4
24022,@AlanCarr hmm Have to admit was a good episode and his man bag was rather fetching,9
24023,"@laflour good suggestions, thanks",8
24024,"@aworldinside ngl, my favourite thing about wikipedia sometimes is that it makes wookiepedia such an easy pisstake.",12
24025,@EllaPaigeBabe hey im back  i replyed xxx,12
24026,@WayneLiew just need to know what to be cautious about.  being cautious is good.,8
24027,may the 4th be with you,8
24028,"Just opened a facebook account, I'm a little confused I don't really get it. Twitter seems much better",11
24029,"@aussie_ali  really?  i'm in greensborough, but prev bundoora..",11
24030,just finished designing her multiply site,8
24031,"@morningsteppa  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",8
24032,"hey everyone, guess what? ROONEY ISN'T COMING TODAY!",10
24033,"Going shopping  Then Sunday dinner, round two :p",5
24034,she distracteded me in fb chat  yays,8
24035,happy star wars day,11
24036,"@dan_pentagram trip with school! get to go see a west end show and loads more stuff, its gonna be great",4
24037,add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOpc,3
24038,"@switchfoot loving your music , had a good recommendation from someone who knows his stuff",7
24039,If I could only update my status in just one place....,12
24040,I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE,8
24041,Happy Birthday to my Whore,4
24042,@kixxa I'm somehow totally distracted by that shirt!  I don't even know why.Suddenly he's like the guy next door!,10
24043,first trip home since diwali. But before that a couple of days in saddi dilli,7
24044,finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates  happy monday peeps,11
24045,schoool time. not doing much this week.  about 20 more days of school and it's time for NYC!  can't wait for the last day of school.,3
24046,@ColinMackay I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,12
24047,Is babysitting 3 dogs...they are all over the place...,10
24048,just got up  Wheres the sun? =O,4
24049,"yay sing it loud wed, fall out boy, all time low and cobra starship on friday  WIN",5
24050,@xojennielynn or @lauren_ohh i think one of you should give a ride! please?,11
24051,@sillyyak11 haha well have fun at school! I'm gonna be sittin' at home with my italian restaurant by my side,4
24052,http://twitpic.com/4jdkq - Got a new belt  it's a sheriff star,5
24053,"@hubermanuela  hey girl, what's up? what r u gonna do today?",8
24054,"@nsingman haha!  yes, there's a lot to be said for nekkid religion",8
24055,"@DaveWares working, my 4-day weekend is over, aah well another one coming in 2 weeks",10
24056,@aussie_ali  that wretched Blue nun has you in her clutches Miss Ali!!!!!  S L O    W  down,12
24057,@jeffmello I did sales training for a couple of the papers. They paid my bills for a bit.,9
24058,@tommcfly i'm so glad,8
24059,"@trishaelyca  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",1
24060,@daryllorette Your welcome.,8
24061,@DinaRoberts thanks,9
24062,"off to school, the home for some AP studying!",8
24063,"Cooking microwave pizzas, yummy",7
24064,School can blow me. He looks nice today thoughh.,12
24065,"@Booooooom I love how Alex Pardee colours his picturs, so differnt",11
24066,by Ginaaaaaaaaaaaaaaaa with Ilonaaaa,8
24067,Alhamdulillah PFP exam was alright~ It's Strategic Management time!,9
24068,"@ninjastalk HEY, BABEE. ) LOVE YOOOOUUU. &gt;&lt; RP time.",8
24069,Early morning R&amp;B.  ? http://blip.fm/~5jimj,8
24070,@jeffparks That would be most welcome,3
24071,@OxygenOverdose awesome! have to take a look at them when i'm home.,7
24072,@FONEJACKER12009 haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day xxx,5
24073,@sweet19 awesome. lemme see when you're done.,7
24074,i am leaving now  to go to lilmarshmellows house :p,8
24075,Goodmorning world,12
24076,gunna spend today with my sexy best friend,9
24077,"is wishing, after watching those videos, that it will be FREEZING next weekend so she can bring Edea out again without dying",7
24078,"sorry mum, will treat you well from now on",10
24079,@jelnora Nothing like alone time with your handheld device,8
24080,Heading into Glasgow for a rehearsal for my upcoming show,8
24081,@rylie023 i think you'd look cute in the beanie hat,4
24082,"@gingerying if you decide to take a break on your paper..the link is a perf-choreo, cute&amp;cheesey but enjoyable   http://tinyurl.com/ddnqv5",9
24083,"@cassiewho haha no problem, it's fun isn't it",5
24084,Mmmm holiday commercials really ARE nice,4
24085,I'm dying to see the reaction on their faces  .. its going to be FUN gedan begad,7
24086,"Neglecting the boy, apparently... I'm outro, for real life",12
24087,I've just realised - 400 FOLLOWERS! YAY!  xx,5
24088,My Life Would Suck Without You - Kelly Clarkson,10
24089,@Prodigy702 haha FINALLY !!  hiii friend .,4
24090,Taking the day off and doing absolutely nothing    Studying begins on the morrow,8
24091,@tintinex Morning  Glad to hear about your happy news!,9
24092,@OceanCity thank you.  we had a blast,5
24093,Also love and Light to everyone else who I have not been able to fit into my last tweet  Thank YOU All,7
24094,@vavroom I'm the heir to the over draft,1
24095,Up way way way to early this am....thanks @shane_benson,1
24096,Goodmorning world!,3
24097,@girlgamy you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,12
24098,@xoxokimmie good morning,5
24099,I like Rio Ferdinand - when he's wearing an England jersey.,7
24100,@Devinwade heyyyyyyyyyyy! Look who it is,11
24101,"@bryanboy Congratuations, Sweetie.",8
24102,@iantalbot You're still welcome - the door's wide enough for your zimmer frame,12
24103,@AllEarsDeb Ditto that for me!  Staying inside warm and dry today!,8
24104,@cmykara Something like that!,4
24105,"@johnlacey had someone tell me tonight &quot;there are only 2 states to be in, QLD and Pissed&quot;",11
24106,supernatural tonight  yay,5
24107,"@typicalhigh Yay me!  But, what in particular?",11
24108,@Jeewilikers...you should call school and tell them you have swine flu so we can have the day off,8
24109,"aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker",7
24110,"@robluketic You're not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.",8
24111,Soon my new job starts  I'm so happy!,5
24112,"@Sazchik  I read somewhere they were restoring the name, hope it happens soon",11
24113,[Wrong!] @anambanana thanx  your THE awesome! http://tinyurl.com/ddqpoa,9
24114,"Thanks for the follow, Doug. I like that hat",7
24115,@LJCharleston  Thanks darling girl   xx,7
24116,School -.- I'm arrange for the design of the blog to a friend! I think it's looks good  http://xoxoeternity.blogg.no/,5
24117,is making breakfast .,1
24118,@realoomph leuke droom. Dat werd dus stand-up comedy?,7
24119,school then the used concert tonight!!,8
24120,"I feel funny. Hmmp, better be an amazing fucking day. why not?  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET &lt;3333",7
24121,@JennaFBN Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.,7
24122,@tobinharris brilliant! Best tool of the year,5
